region,Shortage_%,xwater,xwatersc,lambdawater,xwater_TAF,xwatersc_TAF,Ratio,penalty,hu,month,xwater_monthly_TAF,xwatersc_monthly_TAF,water_type,month_name
1.0,0.55,66666.469989326,36666.5585940182,231.7904298922,66.6664699893,36.666558594,0.5500000015,160.68103788789827,hu101,1,1.6109923749158295,0.8860458086174231,GW,October
1.0,0.55,66666.469989326,36666.5585940182,231.7904298922,66.6664699893,36.666558594,0.5500000015,52.49623312893806,hu101,2,0.5263286346303372,0.2894807498352729,SW,November
1.0,0.55,66666.469989326,36666.5585940182,231.7904298922,66.6664699893,36.666558594,0.5500000015,18.444622450707968,hu101,2,0.18492627703228065,0.10170945264482562,GW,November
1.0,0.55,66666.469989326,36666.5585940182,231.7904298922,66.6664699893,36.666558594,0.5500000015,21.200401840532685,hu101,3,0.2125557947545593,0.11690568743347558,SW,December
1.0,0.55,66666.469989326,36666.5585940182,231.7904298922,66.6664699893,36.666558594,0.5500000015,7.4487898358628355,hu101,3,0.07468176572457488,0.04107497126041034,GW,December
1.0,0.55,66666.469989326,36666.5585940182,231.7904298922,66.6664699893,36.666558594,0.5500000015,6.057257668723624,hu101,4,0.06073022707273123,0.03340162498099303,SW,January
1.0,0.55,66666.469989326,36666.5585940182,231.7904298922,66.6664699893,36.666558594,0.5500000015,2.1282256673893816,hu101,4,0.02133764734987854,0.011735706074402956,GW,January
1.0,0.55,66666.469989326,36666.5585940182,231.7904298922,66.6664699893,36.666558594,0.5500000015,0.0,hu101,5,0.0,0.0,SW,February
1.0,0.55,66666.469989326,36666.5585940182,231.7904298922,66.6664699893,36.666558594,0.5500000015,0.0,hu101,5,0.0,0.0,GW,February
1.0,0.55,66666.469989326,36666.5585940182,231.7904298922,66.6664699893,36.666558594,0.5500000015,26.24811656446903,hu101,6,0.2631643173151686,0.14474037491763644,SW,March
1.0,0.55,66666.469989326,36666.5585940182,231.7904298922,66.6664699893,36.666558594,0.5500000015,9.222311225353984,hu101,6,0.09246313851614033,0.05085472632241281,GW,March
1.0,0.55,66666.469989326,36666.5585940182,231.7904298922,66.6664699893,36.666558594,0.5500000015,418.9603220867173,hu101,7,4.200507372530577,2.3102790611853514,SW,April
1.0,0.55,66666.469989326,36666.5585940182,231.7904298922,66.6664699893,36.666558594,0.5500000015,147.20227532776556,hu101,7,1.4758539416999323,0.8117196701462045,GW,April
1.0,0.55,66666.469989326,36666.5585940182,231.7904298922,66.6664699893,36.666558594,0.5500000015,707.6896042958765,hu101,8,7.095314862997431,3.9024231852793516,SW,May
1.0,0.55,66666.469989326,36666.5585940182,231.7904298922,66.6664699893,36.666558594,0.5500000015,248.64769880665935,hu101,8,2.492948465377476,1.3711216596927454,GW,May
